"ISO time"	"unixtime"	"track name"	"track mbid"	"artist name"	"artist mbid"	"uncorrected track name"	"uncorrected track mbid"	"uncorrected artist name"	"uncorrected artist mbid"
"2008-11-23T08:45:58"	"1227429958"	"Montanita"	"8cb4c999-53ba-43c3-b6f0-6a9fcf815557"	"Ratatat"	"f467181e-d5e0-4285-b47e-e853dcc89ee7"	"Montanita"	"8cb4c999-53ba-43c3-b6f0-6a9fcf815557"	"Ratatat"	"f467181e-d5e0-4285-b47e-e853dcc89ee7"
"2008-11-23T08:46:02"	"1227429962"	"Loud Pipes"	"69d8064a-1b6e-49af-933d-3e689b380af0"	"Ratatat"	"f467181e-d5e0-4285-b47e-e853dcc89ee7"	"Loud Pipes"	"69d8064a-1b6e-49af-933d-3e689b380af0"	"Ratatat"	"f467181e-d5e0-4285-b47e-e853dcc89ee7"
"2008-11-23T08:46:05"	"1227429965"	"Kennedy"	"30097574-d765-4c22-9344-5332ebb47eb5"	"Ratatat"	"f467181e-d5e0-4285-b47e-e853dcc89ee7"	"Kennedy"	"30097574-d765-4c22-9344-5332ebb47eb5"	"Ratatat"	"f467181e-d5e0-4285-b47e-e853dcc89ee7"
"2008-11-23T08:46:14"	"1227429974"	"L.E.S. Artists"	""	"Santigold"	"56bd1249-3e9a-468d-9efe-57cb980634e1"	"L.E.S. Artists"	""	"Santogold"	""
"2008-11-23T08:54:37"	"1227430477"	"Seventeen Years"	"f0b5dba5-dc44-4686-8d24-743fb1413e06"	"Ratatat"	"f467181e-d5e0-4285-b47e-e853dcc89ee7"	"Seventeen Years"	"f0b5dba5-dc44-4686-8d24-743fb1413e06"	"Ratatat"	"f467181e-d5e0-4285-b47e-e853dcc89ee7"
"2008-11-23T09:03:14"	"1227430994"	"Wildcat"	"960944f0-2f97-48b7-90da-eb14dd7a01fd"	"Ratatat"	"f467181e-d5e0-4285-b47e-e853dcc89ee7"	"Wildcat"	"960944f0-2f97-48b7-90da-eb14dd7a01fd"	"Ratatat"	"f467181e-d5e0-4285-b47e-e853dcc89ee7"
"2008-11-23T09:15:56"	"1227431756"	"Desert Eagle"	"a7537bbb-874c-4412-887e-78246439ee79"	"Ratatat"	"f467181e-d5e0-4285-b47e-e853dcc89ee7"	"Desert Eagle"	"a7537bbb-874c-4412-887e-78246439ee79"	"Ratatat"	"f467181e-d5e0-4285-b47e-e853dcc89ee7"
"2008-11-24T19:35:02"	"1227555302"	"The Truth & The Lie"	"37aba07d-bf24-4b95-b38c-a1f88d670745"	"Cmy"	"ad0de02a-9a8f-4efd-a4e0-33d0e0e6578d"	"The Truth & The Lie"	"37aba07d-bf24-4b95-b38c-a1f88d670745"	"Cmy"	"ad0de02a-9a8f-4efd-a4e0-33d0e0e6578d"
"2008-11-24T19:35:10"	"1227555310"	"Crawling Up a Hill"	"cdaf258f-eea7-4857-9642-adaec9440747"	"Katie Melua"	"39e32995-6515-40b2-a6f0-841524047edc"	"Crawling Up a Hill"	"cdaf258f-eea7-4857-9642-adaec9440747"	"Katie Melua"	"39e32995-6515-40b2-a6f0-841524047edc"
"2009-01-04T23:41:11"	"1231112471"	"Sick Of Goodbyes"	"2b6f0304-6fb7-4a05-8e1c-63560f68b404"	"Sparklehorse"	"45be8e20-3c3c-4e78-98f0-b5bdecf2f703"	"Sick Of Goodbyes"	"2b6f0304-6fb7-4a05-8e1c-63560f68b404"	"Sparklehorse"	"45be8e20-3c3c-4e78-98f0-b5bdecf2f703"
